PassengerId,Survived
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,0
907,1
908,0
909,0
910,0
911,0
912,1
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,0
926,0
927,0
928,0
929,0
930,1
931,0
932,0
933,0
934,0
935,0
936,1
937,1
938,0
939,0
940,0
941,0
942,1
943,1
944,0
945,0
946,0
947,0
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,0
962,1
963,0
964,0
965,0
966,1
967,1
968,0
969,0
970,0
971,0
972,1
973,0
974,1
975,0
976,1
977,0
978,1
979,0
980,1
981,0
982,0
983,1
984,1
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,0
1028,0
1029,1
1030,0
1031,1
1032,1
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,0
1040,0
1041,0
1042,1
1043,1
1044,1
1045,1
1046,1
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,0
1058,1
1059,1
1060,0
1061,1
1062,0
1063,1
1064,0
1065,0
1066,1
1067,0
1068,1
1069,0
1070,0
1071,1
1072,1
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,0
1092,1
1093,1
1094,1
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,1
1102,1
1103,0
1104,1
1105,0
1106,0
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,0
1128,1
1129,1
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,0
1142,1
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,1
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,0
1182,1
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,0
1191,0
1192,1
1193,0
1194,1
1195,0
1196,1
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,0
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,1
1221,0
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,1
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,1
1247,0
1248,1
1249,0
1250,1
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,0
1306,1
1307,0
1308,1
1309,1
